title,artist,billboard_rank,tempo_from_public_dataset,danceability_from_public_dataset,acousticness,speechiness,duration_minutes,average_loudness,dynamic_complexity,danceable_probability,happy_probability,sad_probability,relaxed_probability,party_probability
Last Night,Morgan Wallen,1,196.0,0.505,0.373,0.0318,2.9753333333333334,0.766495466232,4.57856893539,0.836672306061,0.5,0.535766303539,0.975322842598,0.124947212636
Flowers,Miley Cyrus,2,117.999,0.707,0.0632,0.0668,3.3409166666666668,0.868345558643,3.02766156197,0.999150156975,0.334370821714,0.270907640457,0.725560307503,0.196661233902
Kill Bill,SZA,3,88.98,0.644,0.0521,0.0391,2.565783333333333,0.90171790123,3.33709359169,0.999999880791,0.167481735349,0.269092738628,0.645422518253,0.411385983229
Anti-Hero,Taylor Swift,4,97.008,0.637,0.13,0.0519,3.3448333333333333,0.90171790123,3.33709359169,0.999999880791,0.167481735349,0.269092738628,0.645422518253,0.411385983229
Creepin',Metro Boomin,5,97.95,0.715,0.417,0.0484,3.692,0.903241872787,2.12966561317,0.999537229538,0.613036990166,0.279316276312,0.809688508511,0.0103386901319
Calm Down,Rema,6,107.003,0.814,0.365,0.0405,3.66115,0.734312474728,5.61559009552,0.988387525082,0.369450896978,0.331308811903,0.737974047661,0.721018135548
Die for You,The Weeknd,7,133.629,0.586,0.111,0.0615,4.33755,0.766495466232,4.57856893539,0.836672306061,0.5,0.535766303539,0.975322842598,0.124947212636
Fast Car,Luke Combs,8,151.964,0.487,0.191,0.0253,3.87555,0.861799716949,3.4676668644,0.996536314487,0.0742097347975,0.309949755669,0.538872301579,0.147574350238
Snooze,SZA,9,143.008,0.559,0.141,0.132,3.3633333333333333,0.766495466232,4.57856893539,0.836672306061,0.5,0.535766303539,0.975322842598,0.124947212636
I'm Good (Blue),David Guetta,10,128.04,0.561,0.00383,0.0343,2.9206333333333334,0.868345558643,3.02766156197,0.999150156975,0.334370821714,0.270907640457,0.725560307503,0.196661233902
Unholy,Sam Smith,11,131.199,0.712,0.011,0.0797,2.6157166666666667,0.868345558643,3.02766156197,0.999150156975,0.334370821714,0.270907640457,0.725560307503,0.196661233902
You Proof,Morgan Wallen,12,119.706,0.731,0.252,0.0336,2.624633333333333,0.868345558643,3.02766156197,0.999150156975,0.334370821714,0.270907640457,0.725560307503,0.196661233902
